0;0;0;0;land;false;unknown;0
1;188;241;236;land;false;hills;1
2;169;190;227;land;false;mountain;1
3;126;247;154;land;false;hills;1
4;247;249;224;land;false;plains;1
5;113;228;220;land;false;plains;1
6;197;158;165;land;false;hills;1
7;194;163;192;land;true;desert;1
8;244;232;201;land;false;plains;1
9;180;206;205;land;false;plains;1
10;231;67;221;land;false;hills;1
11;213;248;250;land;false;plains;1
12;189;213;207;land;false;plains;1
13;157;227;230;land;false;hills;1
14;205;183;208;land;true;plains;1
15;141;233;195;land;false;plains;1
16;228;62;240;land;false;plains;1
17;246;134;161;land;false;plains;1
18;96;253;249;land;false;mountain;1
19;221;146;229;land;false;plains;1
20;136;244;161;land;true;plains;1
21;116;230;194;land;false;mountain;1
22;249;46;234;land;true;plains;1
23;100;216;205;land;false;plains;1
24;145;194;215;land;false;desert;1
25;240;237;28;land;true;plains;1
26;196;91;242;land;false;hills;1
27;150;241;181;land;false;hills;1
28;247;56;211;land;false;plains;1
29;157;115;239;land;false;hills;1
30;233;166;187;land;false;mountain;1
31;144;124;247;land;false;mountain;1
32;234;90;239;land;true;plains;1
33;158;228;211;land;false;plains;1
34;234;178;213;land;false;plains;1
35;239;107;195;land;false;plains;1
36;161;123;244;land;false;plains;1
37;236;68;209;land;false;plains;1
38;242;164;112;land;false;plains;1
39;232;217;177;land;false;hills;1
40;229;170;206;land;false;hills;1
41;235;246;211;land;false;plains;1
42;238;224;116;land;false;hills;1
43;246;147;110;land;false;hills;1
44;217;191;149;land;false;hills;1
45;136;157;216;land;false;plains;1
46;131;213;247;land;false;plains;1
47;237;206;206;land;false;hills;1
48;186;234;149;land;false;plains;1
49;210;220;221;land;false;plains;1
50;216;135;206;land;true;plains;1
51;250;84;182;land;false;hills;1
52;201;139;181;land;false;hills;1
53;167;230;108;land;false;hills;1
54;220;129;154;land;false;hills;1
55;226;192;163;land;true;plains;1
56;127;246;244;land;false;plains;1
57;155;224;193;land;false;plains;1
58;140;225;213;land;true;plains;1
59;252;140;129;land;false;plains;1
60;235;235;196;land;false;plains;1
61;221;210;176;land;false;plains;1
62;64;224;222;land;false;hills;1
63;182;227;171;land;false;hills;1
64;229;131;165;land;false;plains;1
65;149;152;208;land;false;plains;1
66;149;151;230;land;false;plains;1
67;233;237;68;land;false;hills;1
68;186;174;167;land;true;hills;1
69;230;203;101;land;false;plains;1
70;214;216;195;land;false;hills;1
71;229;238;198;land;false;mountain;1
72;198;99;226;land;true;plains;1
73;180;213;110;land;false;plains;1
74;184;224;183;land;false;plains;1
75;191;193;117;land;true;plains;1
76;244;215;137;land;false;plains;1
77;241;81;254;land;false;plains;1
78;232;171;236;land;false;plains;1
79;206;137;247;land;false;plains;1
80;210;250;190;land;false;hills;1
81;250;137;247;land;false;hills;1
82;237;230;244;land;false;plains;1
83;206;170;203;land;false;plains;1
84;172;222;237;land;false;hills;1
85;181;201;123;land;true;plains;1
86;230;74;231;land;false;hills;1
87;244;198;122;land;false;plains;1
88;162;208;137;land;true;plains;1
89;234;202;107;land;false;hills;1
90;254;182;228;land;true;plains;1
91;251;158;177;land;false;plains;1
92;176;220;124;land;false;hills;1
93;226;98;179;land;false;plains;1
94;183;172;208;land;false;plains;1
95;253;117;213;land;false;plains;1
96;223;136;240;land;true;plains;1
97;243;196;150;land;true;plains;1
98;134;198;248;land;false;plains;1
99;216;116;205;land;false;hills;1
100;199;243;238;land;false;mountain;1
101;243;214;178;land;false;hills;1
102;194;203;232;land;false;plains;1
103;154;208;151;land;false;hills;1
104;194;148;254;land;false;plains;1
105;174;232;117;land;false;plains;1
106;151;227;171;land;false;hills;1
107;236;205;117;land;false;plains;1
108;204;94;239;land;false;mountain;1
109;240;225;57;land;false;hills;1
110;199;142;250;land;false;plains;1
111;100;232;192;land;true;plains;1
112;206;220;135;land;false;plains;1
113;236;231;51;land;false;hills;1
114;217;159;168;land;false;plains;1
115;73;233;234;land;false;plains;1
116;102;151;252;land;false;desert;1
117;142;127;252;land;true;plains;1
118;202;86;234;land;false;plains;1
119;121;189;233;land;false;hills;1
120;148;188;167;land;false;plains;1
121;168;232;135;land;true;plains;1
122;122;229;194;land;false;plains;1
123;140;184;195;land;false;hills;1
124;202;245;74;land;false;plains;1
125;252;148;146;land;false;hills;1
126;235;159;241;land;false;plains;1
127;245;89;180;land;false;plains;1
128;249;89;171;land;false;plains;1
129;122;212;208;land;false;plains;1
130;43;223;246;land;false;plains;1
131;253;55;200;land;false;hills;1
132;197;209;250;land;false;hills;1
133;209;60;241;land;false;plains;1
134;44;240;248;land;true;plains;1
135;235;173;95;land;false;hills;1
136;181;206;168;land;false;mountain;1
137;131;200;248;land;false;hills;1
138;219;156;237;land;false;hills;1
139;221;60;224;land;false;plains;1
140;230;153;121;land;false;hills;1
141;254;191;191;land;false;plains;1
142;233;79;212;land;false;desert;1
143;228;204;173;land;false;plains;1
144;165;140;216;land;false;plains;1
145;205;176;177;land;false;hills;1
146;192;195;215;land;false;mountain;1
147;188;223;143;land;false;plains;1
148;199;213;217;land;false;plains;1
149;176;228;186;land;false;plains;1
150;183;158;253;land;false;plains;1
151;113;235;181;land;false;hills;1
152;124;240;192;land;false;plains;1
153;210;242;90;land;true;plains;1
154;146;213;145;land;false;hills;1
155;230;172;202;land;false;hills;1
156;234;189;238;land;false;hills;1
157;165;254;147;land;false;hills;1
158;232;91;251;land;false;mountain;1
159;102;214;204;land;false;hills;1
160;253;161;249;land;false;hills;1
161;176;170;177;land;false;hills;1
162;83;254;217;land;true;plains;1
163;160;246;250;land;false;hills;1
164;237;238;41;land;true;plains;1
165;239;90;198;land;false;hills;1
166;239;190;205;land;false;mountain;1
167;203;213;180;land;false;hills;1
168;221;233;94;land;false;plains;1
169;171;235;187;land;true;plains;1
170;205;245;254;land;false;hills;1
171;212;130;200;land;false;plains;1
172;158;154;197;land;false;plains;1
173;212;200;224;land;false;plains;1
174;225;44;251;land;false;mountain;1
175;176;221;231;land;false;hills;1
176;169;238;113;land;false;plains;1
177;217;180;227;land;true;plains;1
178;191;140;201;land;false;plains;1
179;239;229;133;land;true;plains;1
180;202;168;229;land;false;plains;1
181;97;177;247;land;false;hills;1
182;159;253;233;land;false;hills;1
183;249;232;123;land;false;plains;1
184;69;246;200;land;false;plains;1
185;219;135;200;land;false;plains;1
186;137;230;221;land;false;plains;1
187;123;231;186;land;false;mountain;1
188;192;220;107;land;false;plains;1
189;209;172;196;land;false;mountain;1
190;122;215;215;land;false;plains;1
191;117;248;217;land;false;hills;1
192;231;142;251;land;false;mountain;1
193;175;186;174;land;false;plains;1
194;137;196;170;land;false;plains;1
195;140;187;176;land;false;hills;1
196;244;188;84;land;false;hills;1
197;197;202;252;land;false;desert;1
198;221;178;239;land;false;hills;1
199;246;165;91;land;false;mountain;1
200;205;235;80;land;false;plains;1
201;167;240;96;land;false;plains;1
202;245;218;144;land;false;hills;1
203;167;181;161;land;false;hills;1
204;207;241;216;land;false;plains;1
205;182;203;243;land;false;plains;1
206;248;196;168;land;false;hills;1
207;247;216;62;land;false;hills;1
208;126;206;172;land;false;plains;1
209;226;242;62;land;false;plains;1
210;189;238;212;land;false;desert;1
211;230;157;176;land;false;plains;1
212;93;210;231;land;false;hills;1
213;224;71;221;land;false;hills;1
214;220;224;159;land;false;plains;1
215;86;174;251;land;false;mountain;1
216;166;179;180;land;false;plains;1
217;225;173;190;land;false;plains;1
218;171;157;222;land;false;plains;1
219;191;154;224;land;false;plains;1
220;137;244;206;land;false;mountain;1
221;115;225;219;land;true;plains;1
222;247;229;153;land;true;plains;1
223;81;249;181;land;false;plains;1
224;220;93;206;land;false;hills;1
225;242;210;70;land;false;mountain;1
226;157;252;182;land;false;desert;1
227;244;153;171;land;false;plains;1
228;240;118;159;land;false;hills;1
229;221;141;248;land;false;plains;1
230;185;215;240;land;false;hills;1
231;176;183;213;land;false;plains;1
232;131;228;205;land;false;plains;1
233;218;191;234;land;true;plains;1
234;203;190;179;land;false;plains;1
235;191;73;237;land;false;mountain;1
236;9;253;247;land;false;plains;1
237;218;103;246;land;false;hills;1
238;155;151;224;land;true;plains;1
239;247;251;101;land;false;plains;1
240;245;228;191;land;false;plains;1
241;189;182;245;land;false;plains;1
242;200;185;117;land;false;hills;1
243;243;215;133;land;true;plains;1
244;132;241;159;land;false;mountain;1
245;235;144;208;land;false;plains;1
246;253;131;236;land;true;desert;1
247;185;206;243;land;true;desert;1
248;216;169;219;land;false;plains;1
249;221;199;197;land;false;plains;1
250;222;251;227;land;false;plains;1
251;247;25;237;land;false;hills;1
252;218;229;191;land;false;hills;1
253;236;219;183;land;false;plains;1
254;235;178;225;land;false;hills;1
255;240;146;151;land;false;plains;1
256;88;251;211;land;true;plains;1
257;62;246;222;land;false;hills;1
258;203;105;229;land;false;plains;1
259;247;91;183;land;false;hills;1
260;206;110;227;land;false;hills;1
261;246;229;139;land;false;plains;1
262;150;173;214;land;false;plains;1
263;234;173;131;land;false;plains;1
264;119;214;234;land;false;plains;1
265;195;124;183;land;false;hills;1
266;202;230;134;land;true;plains;1
267;248;109;165;land;false;hills;1
268;242;69;236;land;false;hills;1
269;212;179;167;land;false;plains;1
270;158;199;161;land;false;plains;1
271;135;237;228;land;false;plains;1
272;236;187;106;land;false;plains;1
273;91;235;252;land;false;plains;1
274;225;209;244;land;false;desert;1
275;243;151;222;land;false;plains;1
276;193;140;215;land;false;hills;1
277;153;204;183;land;false;plains;1
278;241;100;173;land;false;plains;1
279;223;222;123;land;true;plains;1
280;211;222;179;land;false;hills;1
281;210;230;99;land;true;plains;1
282;232;254;16;land;false;hills;1
283;28;237;253;land;true;plains;1
284;191;175;184;land;true;plains;1
285;177;237;204;land;false;hills;1
286;207;198;197;land;false;hills;1
287;211;240;103;land;false;plains;1
288;228;147;230;land;false;hills;1
289;241;225;39;land;true;plains;1
290;216;246;204;land;false;hills;1
291;207;246;178;land;false;hills;1
292;206;248;240;land;true;plains;1
293;253;254;156;land;true;plains;1
294;117;235;184;land;false;plains;1
295;164;213;182;land;false;plains;1
296;211;86;229;land;false;hills;1
297;194;222;119;land;false;hills;1
298;201;219;87;land;true;plains;1
299;246;184;153;land;false;hills;1
